content,lable
아 뭐 이길수있으니까 덤볐겠지,1
차라리 단편특집으로 바꾸는게 아름다운 퇴장일듯ㅋㅋ,0
너희 수준에 맞는걸 보아라~,1
아니 아스라챠 어쩌다 야마가 보내졌고 그자리에 아스라챠가 있었을 뿐인데 이렇게까지 하누,1
아니 그래서 찍은 사진은?,0
이 웹툰이 다른 웹툰 위에 있어도 되나?,1
대충 애들끼리 사담으로 채워도 9점대고 겨우겨우 몸갈아가며 고퀄액션뽑아내면 분량적다고 징징징 별점꼬라박는데 작가가 잘도 액션씬 그리고싶겠노ㅋㅋ,0
다시 나갑니다~,1
미리보기 최신화가 아직 9점대 못 들어간건 무지성 별테꾼들의 억까 때문이겠지?,1
그럼 웹툰이 재밌음,1
애들 지능이 왜이럼?,1
스토리고 너무 늘어지고 등장인물들이 점점 더 평면적으로 퇴화한다. ㅂㅇㅂㅇ,0
요새 왜이리 노잼이냐..,0
"풀어 논 떡밥은 수십가지인데, 맨날 뭔 게임 뭔 게임...",0
진짜 좋은 소재인데....,1
달리러온거랑 오토바이걸고 내기하는게 뭔상관이야,1
이젠 랭커가 선별인원보다 못하지...?,0
이게 정식 웹툰맞냐,0
실순가?,1
흠 이렇게 안끊어도 내용만 재미있으면 볼텐데...,0
그 어떤 스릴도 흥미도 없는,0
개그 멘트 좀 낄끼빠빠해라 ....,0
ㅠㅠ 왜 울컥하지,1
인.,1
왜왔냐 영순아..,1
재료닭볶음탕용 닭 1000g 양파 1개 대파 1개 넙적당면 1줌 감자 3개 양념장 고춧가루 4스푼 고추장 3스푼 간장 11스푼 올리고당 6스푼 설탕 3스푼 다진마늘 1스푼 1 끓는 물에 소주를 반컵 (종이컵기준)넣고 닭을 삶아주세요.,1
세상은 멸망하였으며 물리적?,1
선동하는 세끼들이나 당하는 세끼들이나 참 ㅈ같으면 보지말고 쫌 꺼져 ㅋㅋ,1
이름불러주는 양아치들 스윗하네,1
저놈 하나 없다고 교권 관련 스토리 진행 힘든 것도 아닌데,0
정주행하는 입장에서 매 화가 정말 재밌음.,1
캬 연중 요구하는건 개념이 있나?,0
(시부모님이 계셔도 멀리 계셔서 자주 체리 봐주실수 없구요),1
뭐~~,1
강요 하지마,1
?),1
ㅋㅋㅋㅋㅋㅋ합격 아주 even,1
독자랑 기싸움하느라 그걸 ㅈ박고 끝냈으면 스스로 펜대 꺾었어야 정상아니냐?,0
캐붕 - 팩트(유한성 1부의 잔인한 성격이랑 너무 다름..,0
왜놈 이구만,1
솔직히 공부했는데 인서울도 못하는 벌레는 OOO야함,1
난생 본적없는 파도가 갈거같은데,1
댓글 너무 찡찡댄다,1
이딴게 일요일3등...?,1
분량 적어도 아무 생각 들지 않는건 나만 그런가..,0
뭐 다 중요한장면이라 하는데 노인네들마냥 했던말 또하고 쓸데없이 감정적인 대사에 별의미없는 오바스러운표현들 쓸데없는 대사좀 그만치면안되냐,0
그림은 상상하는게더좋을듯,0
신의탑 작가는 옛날만도 못하단 말입니까!,0
아브토가 밤에 대해 말한 것을 좋은 영어 번역으로 알려줄 수 있는 분 있나요?,1
그림 진짜 잘그린다.,1
박만사 진짜 10극혐,1
우렉전투씬이라도 나오는줄 ...,1
몇년간 댓글 안남기는데 그림체 너프뿐만 아니라 연출까지 너프됐네..,0
혹시나 보는 분들 지금 안 보는 것이 맞아요,0
ㅋㅋㅋㅋㅋ지옥열차가 너무 길어서 독자들이 그렇게 봤을 뿐...ㅠ,0
대사랑 포즈가 오글거려,0
잘.,1
이런속도로는 진짜 장난처럼 말했던 평생을 함께할 웹툰이 될것같아요.,1
작가가 전하려는메세지에 초점을 둬야지 등급에 혈안이 되는건 좀 아닌거같다,0
1년만에 봤는데 왜 내용이 그대로야??,0
바로 관심 취소,1
"캐릭터 모션 액션씬 자세,초딩같은 대사등등 신의탑이 왜 이렇게 됐을꼬....",0
불쟁이가 이기는가 했더니 근육 변태놈이 말리네;;;,1
진 : 진짠데 ㅠㅠ,1
이러다 사람하나 죽어야 만족할건가...,1
만개화 들으면서 보니까 딱이다,1
아 아까운데...,1
동시다발적사건을 다룰때 너무 자주 장면 전환하니 흐름과 몰입이 깨져서 너무 수시로 끊지 말고 조금만 더 길게 끊으셨으면 합니다...,0
양심 있냐? ㅋㅋㅋㅋㅋ,1
최고,1
재밌는데 자룰이네 ㅉㅉ,1
해자 왜이리 얇냐..,0
"세계관이 너무 방대해지다보니 이 얘기도 풀어야하고, 저 얘기도 풀어야하고 같이 풀자니 산만해지고 따로 풀자니 늘엊고...",0
안녕하세요,1
이런 댓글들이 스멀스멀 올라왔었는데 그때 장기휴방 때리고 이후로 쭉 내리막,0
당보가 나방같네,1
이해가 안가,0
여기 댓글들은 다 김전일 코난일세~,1
애니메이션 보는 것 같았다 ㄷㄷㄷ,1
생각없이 라카칠하는 것들이 대가리 꽃밭이긴 하지..,1
컷 진행이 난잡해서 이야기 알아먹지 못하게 만드는건 여전하구만,0
이따구로 그려도 작가소리 듣고 돈받는구나ㅋㅋㅋㅋㅋ,1
라 몬스터볼?????,1
진짜 너무 못그리는거 아니냐;,0
매 화가 똑같다는 입장은 아마 일주일을 기다리는 독자의 입장이라 그렇다고 생각함,0
아무리 봐도 짱툰보다 노잼이다,0
이 새끼들 격3 안봤나 보네,0
인간이 됐을까??,1
"대마초 흡연, 유부녀랑 바람, 시청자 우롱, 반지하에 사는 척..",0
이 작가 웹툰은 결말 나고나서 반응 보고 보는게 맞는듯.,0
근데 굳이 이런 내용의 스토리를 쓰는 이유가 뭔가요..,0
별점 0점은 없나요?,0
그냥 좀 상황에맞게 보면안되냐.,0
역동감x구도x재미x스토리x 뭐 OOO,0
스토리 왜이래.....,0
파행기작가랑 이새ㅡ기는 도대체 무슨 빽인거냐 ㅋㅋ어떻게 계속 연재를 쳐하지,0
개억까에 고구마에 보는 독자들이 싫어하는 요소를 덕지덕지도 잘 버무렸네.,0
요즘에 좀 재미가 없어 진것같디,0
엔키두가 죽인사람이 트로이메라이 부인인듯,1
이름이 지존인건 아니거 같습니다만..;;,0
또 기어나왔네 찐따들 위로웹툰,1
할배는 입 안 막나?,1
"당당하게 서울대 들어가도 과학교양 어려워서 공부 열심히 해야하는데 뭔, 장난하나 웹툰을 그릴려면 공부를 하시고 그리세요...",0
. .,1
완결날때까지 안본다,1
옛날 그림체 환상적인 재미를 보장했는데........... ㅠㅜ,1
양영순인거 빼고 봐도 이해도 안되고 재미도 없는데?,0
와 정주행했는제 그림체 완전 달라짐....,1
그렇고 뭐 교육제도 꼬집고 싶으신건 알겠는데 가래도 자료조사는 좀 하셔야돠는거 아닌감..,0
엔키두 전력은 뒤마보다 반수 아래쯤이고 악어랑 쿤은 일반 랭커쯤 되려나?,1
2부때 아크랩터나 프린스 같은 쩌리 죽었을때 처럼 여파가 있긴하겠지만 점점 엑스트라가 많아 지니까 벨붕 소리가 안날 수가 없는거임,0
덴마 재연재안하면 안읽을거다,0
이 웹툰 이해하려면 인스타랑 유튜브로 공부하고 와야함 ㅋㅋㅋㅋㅋㅋ,0
신의탑 9점대 나오면 그때 봐야겠다,1
않이 여주를 소환해버리넼ㅋㅋㅋㅋㅋㅋㅋㅋ,1
하 진짜 왜케 돈주고 쳐 봐도 독자에게 빅엿 처먹이는 ㅅㄲ들이 많은지 참 더럽습니다.,1
괜히 누르고 들어왔나,1
진짜 재능...,1
엔도르시 몸매진짜 어디 네이버에서 뭐 퍼와서 트레이싱한거마냥 부자연스럽고 아 모르겠음,0
후속편이 더뎌서 서운,0
아 왤케 진부하냐 차라리 트렌드처럼 쥔공 성격 개차반으로 나옴,0
초반은 괜찮았는데 전투신도 뚝딱인형같고...,0
올리버샘 유튜브도 보고 인스타툰도 보고 있는 사람이라 이 웹툰으로 처음 마님네 가족을 알게 되는 사람들보단 진입장벽이 낮지만 몇몇 분들처럼 이번에 처음 마님네 가족을 알게 되는 분들을에겐 다소 당황스러울거 같긴 해요ㅠ,0
오글거리는게 나름 신선한데 !,1
딱 그 모양새예전 천일야화 덴마 초반까진 재밌게 본 기억이 좀 있어서 혹시나 하고 몇편 봤는데 위에 상술한 이유로 몰입도 안되고 앞으론 보러 올 일 없을 듯,0
"드래곤볼 만화책세대인데, 신의탑 병맛되고, 신노갓 죄다 퀄리티 붕괴된 상황에서 소설이 만화가 얼마나 길던지간에 이 퀄리티대로 갔으면 좋겠다.",0
으윽..,1
미래라도 보고온건가?,1
안심하고 떠닙니다 믓시엘!!,1
200만 유튜버랑 합방 가보즈아,1
그림작가 그만 좀 괴롭혀라.,1
흠;; 너무 노잼인데 1편이 구리면 뒤에껀 안보게되는데,0
마파두부 레시피좀 올려줘,0
쫌다른분들도 20컷정도는 해주십니다,0
뭐랄까 오페라 안경끼고 배우 손가락 보는 느낌?,1
진짜 에반데..,1
관심웹툰 등록햇음,1
장사 잘하네,1
너는 독자들 한테 미안하지도 않아?,1
이겜.,1
독자들한테 너무 끌려다닐 필요없음,0
꼭 욕먹을때 마지노 출연시키더라,0
숫자로 나누는 보기편한 전투력이라는 시스템이 없어서 독자들이 '이 정도 훈련했는데 이제 좀 다이깔만 하지 않나?' 라고 생각을 가지는것도 당연함.,0
대가리 나오냐?,1
다들 쿠키생색들 그만내고 쿠키 그만 구우세요,0
판타지 웹툰이 웹툰 시장 흐름에 맞추면 나중에 봤을 때 작품성도 떨어진다고 생각함.,0
우푸 작가 트위터 레전드네 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
순수하게 재미가 없다.,0
브래드 할아버지라고 설명하지 않았는데 구독자들이 다 말해주네,1
여기서 악플다는 사람들의 미래는 네이버 뉴스 덧글을 보면 나오네요,1
물론 다 바뀌셨으니..,1
덴마나 다시그려줘,0
설정붕괴,0
"인물의 표정 하나하나가 애니 프레임 스킵했을때 프레임1개 뽑아놓은 작붕짤 보는거같음스토리도 그지같고,,노블레스 갓오하보다 더 욕먹을듯",0
이 적은게 아니라 '진도'가 없는걸 비판하는거야,0
거지 목숨 생겼어 ㅋ,1
내 3시간 돌려내,0
그냥 배째라는 협박하고있는데 진짜 배짼다고하니까 로만이 전쟁에끼어들고,1
이젠 헤어질때가 된것 같다.,1
보는 내내 답답했다,0
빚지고 담보도안줘,1
하고 원로원주가 누적된 대미지 때문에 쓰러진다.,1
십 예전에 레드팽 처음죽일때 액션신 보고도 그걸 커버치네 ㅋㅋ ㅋ 아오 진짜 개독자들 ㅈ 같아서 10점준다.,1
파악 올라갔다가,1
화산귀환 없이 살아갈수 없는 몸이 되어버림 ㄷㄷ,1
이거 몇화쯤 되면 지각이랑 휴재 남발할지 기대되네,0
집중안된다.....,1
대사안쓰려고 말없는컨셉임?,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
그렇지만 진짜 한 번 해볼까?,1
별점 왜케 낮아.,1
그냥 순수하게 재미없는데?,0
맞고 싶냐?,1
내 주변에만해도 9수째인데 4-5등급 나와서 계속 수험공부하는 애가 존재하는데 뭔 말이안된다 고증이 없다,1
볼만하다는 애들은 뭐냐 급식이 만든거 같은 수준인데 옛날 네이버 베스트도전에 있던 아마추어 작품보다 못 한거 같은데 나만 그러냐?,0
그리고 플로라 너무 기대된다 ^^,1
특히 작중에 성격적으로 결함 있는 몇몇 인물들이 죄다 로맨스판타지 캐릭처럼 변해가지고.,0
ㄱㅊ은데 오바 뒤지네,1
매번 승부를 게임으로만 하니 재미가 없다...,0
중간에 플레어를 플레이라고 하네요,0
새연재를해?,1
제발 진짜로 야엘로드 식스틴 콴의냉장고 고드러버 주옥같은 명작 남기고 도대체 신작은 왜 내는거야 똥싸다 끊긴거 진짜 화나네,0
", 152",1
안녕하세요.,1
개같이 마무리 짓지도 않고 먹튀하지말고.,0
예상이 되는 전개일때는 디텔일이나 긴장감이 징면장면 중요할듯합니다~,0
"7년 공부해서 4,5등급인게 아니라 주인공 상태보니까 공부한다는 핑계로 계속 논 듯...",1
그래도 박태준 이름믿고 본건데 이건 태준이네 회사한테도 민폐인거다 수고해라,0
다 섞였어ㅋㅋㅋㅋㅋㅋㅋ👁👄👁👍,1
실사체로 그려주세요!,0
그것이 바로 바디 렝귀지다!,1
넌 왜 나와서 찡긋- 하니? ㅋㅋㅋㅋ,1
주인공 탱크탑 너무 흉하다...,0
적어도 그놈의 설정이 큰 문제인건 확실하겠죠...,0
연가문 의문의 1패,1
머리좀 자르던가 묶던가,0
이게 그 의용군메타 장군작인가 뭔가 하는거냐,1
갠적으로 그림체도 이게 나은데 예전꺼는 뭔가 엉성함,0
유괴죄 하나면 이미 인생 종친건데 교조챌 아니라고 부인하는거 웃기노,1
3.옛날의 과우를 뉘우치고 문파발전에 심혈을 기울였다.,1
야마 지금까지 무슨 슬레이어가 OOO처럼 너무 약하게 나와서 하도 댓글에 싸지르니 갑자기 한숨 자고 오더니 힘쎄진거로 설정한건가??,0
역시 돈맛보니까 스토리 개 ㅈ으로가버리기,0
?? :,1
왜 글자에 크기에 대해선 아무도 얘기하지 않나요?,0
도굴왕이 나오네,1
10년 연재한 작가님한테 할말이 참...,1
수능 한 번도 안보셨나ㅋㅋ,1
글자에 크기에 따른 의미에 다른 부분은 아무도 모르시는 건가요?,0
합방해도 남캠은 절대 안뜬다,0
난 괜찮은데~ ^^;;;,1
웹툰이랑 인스타툰은 달라요....,1
보는 사람도 눈살 찌푸려지는거 같아서 써 봅니다..,0
분량 짧다고하는 저능아는 아직도 있네,1
"차라리 주인공을 3,4등급 언저리로 설정한다면 모를까 저 성적은 너무 과하고 몰입을 해침.",0
아 뭔가 찝찝하더라니 별점을안줬구나,1
딜도 못넣고 탱이나 지원도 못하는데 짤리는게 맞지,0
재밌어요~~~^^,1
감히 신경을 건드리는 순간G.Y인지 몰라도 제대로 탈탈탈 털릴준비해야할것이다 ㅋㅋㅋㅋㅋ,1
스쿠터는 위화감 조성이 안되잖아 ㅋㅋㅋㅋㅋㅋ,1
이렇게 거대한 전쟁할것처럼 기대하게만들어놓고 지금 쥐잡기게임하고있지?,0
ㅈㄴ 재밌는데 왜,1
비밀알면 둘중 하나가 바로 죽으면 궁금하고 아님 하나도 안궁금합니다.,1
그럼 ;,1
뭔 그림이..,1
하는 짓까지 기안 따라하면 어떡해,0
재미없게 느껴지는건 일주일에 한편씩 봐서 그렇게 느껴지는거임 ㅋㅋ,1
아니 클리셰을 제대로 알긴 아는 거임?,0
만화 내용은 안 궁금하고 댓글이 궁금함 ㅋㅋㅋㅋㅋㅋㅋ,1
이름이 지존이뭐냐,1
그런거지?,1
대 상 현,1
이거 소설로 보면 진짜 재밌는데 웹툰 평은 별로넹,0
동덕여대애 가해자들부터..,1
스토리도 기존 스토리 작가님 바뀌고 변형되 버렸고 걍 볼가치다 ㅈ도 없어졌음,0
매주 별점 1점 주러 온다.,0
내가그릴게,1
그냥 악플 달면서 사람 죽을려고 난리났노,1
근데 그러면 5컷만화에는 쿠키를 안구우시는게 나을듯 해요.,0
그림체 바껴도 잘만보고있던 사람까지 기분 잡치게 만들고; 이런웹툰이 연중 안된것 만으로도 감사하구만 연중됬어,0
앞으로 진행될 스토리도 메인 스토리에 불필요한 세부 사건이나 비중 없는 인물들은 스킵하는게 좋을 것 같습니다.,0
휴재해서 죄송하다고 하거나 사유라도 직접 공지해주는게 작가로서 도리라고 생각이 안드냐??,0
그냥 소설 봐야겠다.,1
저 성괴녀는 왜 안패냐 구속이라도 좀 되야 하는데 ㅉㅉ,1
헤헷!,1
"일주일마다 연재하고 반응이 즉각적인 웹툰 특성 때문에 어려운 건 알지만, 그래도 신의탑 만의 속도와 스타일로 연재했으면 좋겠음.",0
이게 다야?,1
난 조은데 가볍고 귀엽고...,1
우린 소비자인데 작가가 똑바로 해야지!,0
은밀한 일상은 좀 보고싶네,1
작가를.,1
그림체부터가 망작이다,0
토나옴,1
트로이랑 구스트앙 몇 주째 싸우고 지겹고 재미도 없고 알아보지도 못하는 그림 계속 버텻더니 결말이 ㅋㅋㅋㅉㅉ,0
완급조절 스토리 전개 속도 완급없이 제한속도 없이 질주하는 느낌입니다~,0
일괄별점 없나 걍 0점주고싶은데,0
우리!!,1
이게 몆년 된 웹툰임?,1
이제 삼페이지다.,1
"유치하긴 한데, 볼만 함.",1
그 누구도 니들 목에 칼대고 읽으라 안시켰잖어ㅋㅋ,1
이거 먼가 유튜브 웹툰 피드백 같은데서 봤었었던거 같은데,1
아니 저놈의 체스말은 우주를 구할 물건이여 머여ㅋㅋ 가주 치고박고 싸우고 우렉까지 나와서 초토화될 분위긴데 게임 이지랄 ㅋ,1
저게 대화라는 거야 '주먹의 대화',1
원피스 드레스로자 에피소드 보는거같네,1
억텐 유튜버 주둥이노?,1
일본이라고 그림과 연출이 좋은건 아니구나,0
그리고 갑자기 궁금해진건데 유리랑 마스체니가 십삼월 놓고 한 내기는 어떻게 되고 있는거예요?,1
외국 작가 그만 데꼬와,0
"그리고 글이랑 그림으로 연출 표현, 상황 전개 나아가는 게 같은 줄 아는 훈수충들 보이는데 님들이 주장하는 걸 유지하려면 만화 퀄리티 조지고 이 작가님만의 계속 이어가는 특유의 상황느낌, 분위기, 연출 빼야합니다.",0
하.는.,1
일단 지켜본다 방심하는순간 쿠키고 뭐고 없다 이말이야,1
세계관최강자들 싸움이 이렇게 노잼인건 모든만화 통틀어 최초인듯,0
교조첼이 교권국한테 조져지기 컨탠츠 인듯,1
분량 짠거 맞음..,0
"예전이랑 똑같이 전적으로 우연에만 의존한 전개에, 그 짧은시간에 유튜브에 올렸다는걸 믿는 능지까지 전작이랑 똑갇네",0
왜 캐삭빵이냐 못봐주겠네,0
세상에 나오면 안되는 작가.,1
나만 재밌는거임..?,1
그냥 학원폭력물도아니고..,1
10마초물이 어쩌다 이렇게 됐나,1
아니 왜케 웃기냐? ㅋㅋㅋ,1
한결 같다고 해야할까???,1
미술을 배우신 분들도 안배우신 분들도 다 알수 있을거예요,1
7년공부해서 5등급이면 경계선임 ㅇㅇ,1
ㅋㅋㅋㅋ애들이 진짜 이게 보살인걸 모르는구나,1
가장 재미있었는데 걍 휴재해,0
많이 나아졋네 액션은,1
진짜 어지간하면 그냥 보는데 대사도 개연성도 고증도 너무 짜치는게 한두개가 아니다...,0
타면 배달의민족 라이더 될꺼 같은 색상이구나,1
그렇게 다음 얘기를 보고싶으면 그냥 소설 보면서 스스로 그리세요,0
이상한데 재미는 있다,1
이게 따효니님이 피드백 주셨다는 웹툰이구나 ㄷㄷ,1
이번에도 말아먹을 게 뻔하다,1
이제보디 저 이마에 흉터난 도둑이 유동이한테 마륜 제적해준 아저씨였네?,1
오 이제 슬슬 볼만한거 같기도 하긴 무슨 별점 1점주고갑니다,0
대사한번참 ㅋㅋㅋㅋㅋㅋㅋ,1
작가님 저희 동생을 왜 멋대로 그려놓으신거죠..?,0
최가윤 개예쁘네,1
이제 흑풍회 나옴,1
음 짧아~,0
분량이 너무 적어요 ㅠㅠ,0
여자야....?,1
저 닉 써주세요ㅎㅎ,1
레시피가 필요한 부분인가,0
네이버야 뭐하니?,1
그림체 2부때로 돌아가주세요.,0
니 오토바이 걸고 ㅋㅋㅋㅋㅋ분노의질주냐?,1
그런데 스토리 작가도라고?,1
...소름돋았다,1
기술묘사도 그렇고 화귀팀은 전투씬을 연구해야됨,0
이거 무슨 감성이야..?,1
개성 몰수당한 그림체 때문에 인물들이 다 고만고만하게 보입니다.,0
시람들이 찬양하고 떠받들어줄때도 자기가 질려서 귀족자리박차고 떠났던사람인데 지금은 길거리에서 계란맞는상황에 꿋꿋하고 꾸준하게 작품 완성할수있을지가 의문이다,0
ㅋㅋ핵노잼 ㅋㅋㅋ도입부,0
그리고 소설 본 사람이라면 오히려 이런 속도로 웹툰화 진행되어야 좋은거 아니에요?,0
좀 미래의 회차를 생각하지 말고 이번 회차나 똑바로 봐라 이놈들아 지금 안그래도 저번화부터 독들 나와서 그리기 힘든데 저거까지 그린 작가는 어떨거같냐?,0
이 작가 작업 절대 보면 안됨.,0
제발 혼자좀 하지말고 같이하는건 없냐?,0
뭣하면 판 다 엎어버릴수도 있을 우렉 마지노도 대기중이고 루슬렉에 두 가주에 화려한 무대,1
"3. ""소설 보고와라"", ""잠시 쉬다 와라""고 말한 애들은 본인 말에 어폐가 있는걸 모르겠어?",0
예고는 예고가 되야 하는데 전혀 안되고 있어요,0
나같아도 내 자식이 8수를 하면 진짜 줘패고 싶을텐데 왜 엄마를 빌런처럼 묘사하는거지,1
그렇다고 해서 댓글들이 이렇게 뭐라고 할줄은 몰랐네요..,1
장점은 뻔하고 유치해도 보는 맛이 있으니까 저학년들한테는 통하지만 성인들한테는 점점 불량식품같은 거부감이 생기는 듯 그냥 생각없이 픽 웃고 마는 소빗거리 그 이상도 이하도 아닌.,0
선발대분들?,1
덴마 완결이나 고치고 와라 새@끼야,0
보씨성 이면 이해한다,1
옛날에 피쳐폰으로 보던 네이트 만화같네 ㅋㅋ,1
예를들어 야마는 첫 등장 포스에 비해 전투력이나 비중이나 지금은 그냥 쩌리가 되어있고 왜 계속 나와서 페이지 잡아먹냐는 생각 밖에 안 듭니다.,0
그작분이 감당을 못하시는것 같은디,0
볼때마다 덴마 결말이 맴돌아서 대가리에 열이 남,1
정주행중인데 개재밌음 호흡이 길어서 한주에 한화씩나오는 웹툰 특성상 당시에는 비판이 나올수밖에 없었을듯 킹치만 정주행이 진가인걸잉,1
쓰렉이네 분량 머냐,0
지금 너네가 사랑하는 작품이 해당 매체에 맞지 않다는걸 인정한거야.,1
굳이 네이버에서 연재를 했어야하나 싶어요,0
아 진짜 댓글 늙다리련들밖에 없네눈도 침침한데 그냥 웹툰을 보지마,0
판타지/무협이라는데 액션씬이 거의 없어..ㅠ,0
마지막으로 작가님~!,1
네이버 돈독 올랐구나?,1
혹시나 또 기대감이 생길까봐,1
댓글 여론도 그렇고 대부분의 사람들은 예전 그림체가 스토리에 잘어울린다고 생각함,0
그냥 이제는 개연성도 없고 뭔소린지도 모르겠다.,0
이걸 떡밥이라고 풀어놓은거라면 저급한 수준,0
그가 홓홓좌를 기억해냈어...?!,1
밤에 후보자 영혼이 들어갔다는 말 많은데 난 그게 그냥 모든걸 밤에게 뺏긴게 라헬이 아닐까싶음.,1
무료로 보면 재밌잖아 한잔해,1
화이트는 지금도 강한데 완전히 하나가 되면 여기서 더 강해진다고 하니 더이상의 버프는 필요없겠고 야마도 충분히 강하니 버프는 필요없고 카라카가 문제임,0
어차피 말아먹을 작품 ㅋㅋㅋ,1
정말 재미없다...,0
솔직히 이정도 저퀄 작화에 양산형 스토리는 한국에도 널리고 널렸는데 왜 이런걸 가져온건지 이해가 안된다,0
작가 입장 연재하라고 하니아 아싸 싶은거고 고료를 더 적게 받고 5컷이든 뭐든 독자입장을 고려해야지 고료가 얼마고 계약이 어떤지 우리가 어떻게 알아.,0
별점 0점은 없나요,0
뭔가 존나 애매한데 그래도 또 볼만은 하고 뭐지;;,0
이때부터였지 망해가는게,0
볼람보고 말람 마세요,1
너무 재밋는데 내용가지고 뭐라하는 애들 뭐냐?,1
쟤네는 왤케 다 배만 저렇게 찢어지지...,1
거 점프하면 뛰어넘겠네 ㅋㅋ..,1
고구마전개다 안볼란다,0
네이버가 화제성 되는것만 생각하고 돈독이 올랐구나 싶네요,0
어떻게 전투씬들에 사람 얼굴만 컷컷크로 나오냐 ㅠㅠ,0
도파민 중독자들아 1년씩 봉문했다가 봐라,1
멸치놈이 근돼를 이긴다 ?,1
범죄자인권이 중요하니 유괴 폭행 감금해도 집행유예착한사람은 법을 지키고 나쁜나사람은 법이 지킨다,1
사실상 작품내 첫 번째로 고어한 표현들이 나오는 장면인데 어떻게 표현하나 궁금합니다.,1
시간이 꽤 많이 남는 부자들인가??,1
이 양반 덴마뿐만이아니라 걍 모든게 용두사미인 인간인데 왜 또 부름?,0
별점 기능좀 없애주세요 무능한똥기계독자 글 꼴보기싫어요,0
스토리 반복이 문제가 아니라 제일 문제인게 하진성이 칼라반한테 진거임,0
너무 아재같이그렸다,0
눈이 밤의랑 똑닮았는데!!,1
컷수 뭔데,1
1기때 한번 나왔던 애가 등장하는거 좀 신기하네 ㅋㅋㅋ,1
"마님 입장에서는 이미 다들 아는 내용 또 그릴 필요 있나 싶겠지만, 두 플랫폼은 서로 다르고 🥲 이거는 유튜브 구독자 팬서비스용 툰이 아니니까요!!",0
이건 양산형에 오염될 대로 오염된 사람만이 쓸 수 있는 작품이야클리셰 뿌셔 하느라고 쓸데없는 대사가 너무 많아 주인공은 대부분 고아 클리셰를 가지고 나와서 어차피 부모 신경 안 쓴다고 근데 이미 1화 보자마자 오염되어서 나쁘지 않을 것 같기도,0
그림체 너무 특이해지는데?,0
네코짱 치쿠와쌍,1
미나이퀄 이유정 작가님 작품이네병맛이지만 재미있는데 왜 별점이 낮음?,1
하지말지.,0
다른 작품들이 이러면 나도 안좋게 봤을거임.,1
요즘 안보고 그냥 스크롤을 내린다....,0
아니 전작가님이랑 예기 다 끝났겠지 사정이 있을수도 있는건데 빼액 거리면 다들어줘야함?,1
다 작가 업보지 ㅋㅋ 유입된 새독자들도 악플보기 거북하겠지만 그 또한 작가의 작품이더라~,1
난 지금 이 전쟁이 너무 이르다고 생각하는 사람인데 ㅋㅋㅋㅋ 탑이 총 몇 층인지도 명확하진 않은데 130 몇 층인가가 최고 층으로 보이는데 고작 4~50층대에서 벌써 이러면 저 전쟁을 다 겪고도 주인공 애들은 수십층을 더 올라가서 자하드랑 싸워야 함...,0
심지어 아니 전투 묘사하는게 너무 엉성해서 어디부터 지적해야할지 감도 못잡겠음.,0
맨날저래서 아쉽다,0
옛날....,1
요즘 웹툰을 안 봐서 연재 시작했다고 해서 찾아 왔습니다.,1
댓글들이 다 심하게 화가 나 있어서 웹툰 보기가 싫어짐..,1
"전에도 적다고 느꼈지만 기분탓이겠지하며 넘겼지만 이번화는 특히 너무 짧은것같아 직접 새어보니 전설의 ""화종지회""의 중반, 68화는 103컷, 이번 145화는 81컷입니다.",0
아 남 일 같지가 않다 ㅠㅠ,1
그리고 배경 몬스터 사람 전부 다 잘못그렀습니다,0
마네 피곤들하시네 공짜로 보면서,1
성이 거 이름이 지존,1
진도 확확 나가면 원작 내용 왜케 날려먹었냐고 욕 달거면서;;,0
와 경이롭다..,1
그 어디더라,1
중간에 풍력발전기 실화냐?????,1
분발합시다.,0
네이버에서 잘못 생각한 거 같아요,0
이름이 거슬려,0
오늘부터,1
지금은 주인공이 넘 매력없게 생겼어ㅠㅠ,0
전 재밌습니다,1
애들 신나서 댓글창 쓰레기됐네,1
저게 고딩이네 ㅋㅋㅋㅋ,1
시팔 눈알이 있으면 고수 웹툰 조금이라도 쳐보고 참고하든지,0
탐나잖아 ㅆ,1
뭐그리 댓글창 지저분하게 이러쿵 저러쿵그렇게 맘에 안들믄 지들이 직접 스토리짜고 직접 그림그려서 봐,1
아니 만화의 현실성도 제대로 잡지 못했으면서,0
기술하나에 1회분량 다쓰는거 진짜,0
"썩을,,,넘,,,덜,!",1
근데 남친으로써 자기 여친이 자꾸 딴남자랑 붙어있고 폰 배경화면도 딴남자로 해놓으면 화낼만한데,1
기다렷어요,1
쿠키 쓰기엔...,1
휴재해도 좋으니까 직접 그려주셨으면...,0
재밌게잘 봅니다,1
가윤 누님이 너무 안타깝기도 하고..,1
로희 여사님 방한기 때문에 최근 유튜브 즐겨보는중~ ㅎ,1
분량떠나서 내용 이게맞냐ㅋㅋㅋ먼산으로가네,0
만화 잘 보고있음,1
아니 그림그만처그리고 스토리진행하라고..,0
뇌절인것 같긴한데...,0
어떤 부분아 재미없는 거에요?,0
빌드업 없이 사람만 급작스럽게 변하네..,0
근데 이 그림체가 그렇게 별로임?,0
딱 칼라반 합류전(휴재전)까지는 괜찮았는데..,0
그냥 소설로 바꾸시죠?,0
커다란 돌에 전류를 흘려보내는 바부,1
