content,feedback_label
아 오랜만이네,1
이런 웹툰 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
않이 여주를 소환해버리넼ㅋㅋㅋㅋㅋㅋㅋㅋ,1
엄빠 주인공 제외 세계관 최강자 됬노 역시 엄마는 강하다!,1
이스터에그 뭔지 알려주세요,1
햄바가가 긔 ㅇ ㅇ..,1
에바다 너무 양산형 아닌거에 집중시킬려한 느낌?,0
뇌빼고 보기엔 좋음,1
Fff급 관심용사보다 더한 약@맛은 처음이네,1
이건 맞지ㅋㅋ,1
이스터에그 못찾았다,1
아오,1
뇌 빼고 보기 좋다,1
ㅋㅋㅋㅋㅋㅋㅋㅋ 지금보니까 여주 이름은 존예네 ㅋㅋㅋ 재밋으,1
머지 짬밥 같은 만화인데 흥미가 돋아서 더 짜증나,0
마지막쯤에 귀족영매 머시기 그거 무슨 웹툰인지 아시는분?,1
그니까 이거 뭐냐고,1
그건 맞지,1
얘네는 부모님 걱정은 안되나? ㅋㅋㅋ,1
아니 신발신고 집들어오는건 중요하지,1
ㅋㅋㅋㅋㅋㅋ합격 아주 even,1
뭔가 알꺼같아서 더 킹받앜ㅋ,1
작가 역량부족 ㅋㅋㅋ 골때리네,0
이제 봤는데 이거 그 389 스튜디오에서 재작한거임.,1
진짜 개웃기네ㅋㅋㅋㅋㅋㅋ,1
그림만 볼게요;,1
아 개재미써,1
그림작가 존나 잘뽑았네ㅋㅋㅋㅋ,1
아니 쟤 혼자 그림체가 달라 ㅋㅋㅋㅋㅋㄱ,1
ㅋㅋㅋㅋㅋㅋ,1
로판ㅋㅋㅋㅋㅋㅋ아닠ㅋㅋㅋㅋ진짴ㅋㅋㅋㅋㅋ 근데 제 로판 경력?,1
을 통틀어봤을때 저 백발 벽안은 무조건 성녀같은 느낌인데....,1
악녀는 더 고양이상이고 쌘 느낌이어야하는데.....,0
ㅈㄴ 어지럽다ㅋㅋㅋㅋㅋ,1
골때리노 씹ㅋㅋㅋ,1
뭐지 라면을 먹는데 면이 콩나물인것같은 시원함은?,1
진짜 웃긴데 그림도 잘그리시네요ㅋㅋㅋㅋ,1
재밌네,1
ㅋㅋㅋ작가님 응원합니다,1
개웃긴데 평점 왜이러냐ㅋㅋㅋㅋㅋㅋ,1
"개재밌는데 ㅋㅋ 서사 무시, 이제껏 나온 모든 양산형 웹툰의 스토리를 모두 깨뜨리는 그런 재밌는 웹툰인데 사람들이 몰라주네",1
웹툰들이 다 혼동됐는데?ㅋㅋㅋㅋ,1
다 섞였어ㅋㅋㅋㅋㅋㅋㅋ👁👄👁👍,1
뭐임,1
장르 종합세트임?,1
병맛이다,1
ㅇㄴㅋㅋㅋㄹㅋㄹㅋㄹㄹㅋㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
근데 리버스 그래비티걸고 중력역행하면 땅에 박혀야되는거아냐?,0
현대 웹툰판돈키호테 ㄷㄷㄷ,1
이야 재밌다,1
잠시만요~마지막 뭐예요?,1
이거 맞나요?,1
아들아 뭔 개 소리니?,1
미치겠네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~,1
이거 진짜 뭐지?,1
왜 여주 혼자 그림체가 다르냐,0
김피탕을 처음 먹었을 때가 떠오르는구나,1
앜ㅋㅋㅋㅋ,1
작가영량은 셀츠디스인가요?,1
작가님...,1
여자 왼쪽 (우리시점 오른쪽) 핏자국이 좀 안이상한대요?,0
확대해보면...,1
개판이내 그래서 뇌빼고 보긴좋네,0
7114,1
그러니까 저렇게 그릴수있는데 일부로 안했다는거지?,1
디질래?,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ생각없이 보면 개재밌다니까ㅋㅋㅋㅋ 뇌절도 과하면 예술이야 ㄹㅇ,1
아무래도 작가들이 도른거 같다.,1
무엇이 그들을 이렇게 만들었는가.,1
와 난 재밋는거냐고 ㅜ,1
아 쒸밬ㅋㅋㅋㅋ 뭐지 개웃기네,1
그냥 재밌게 보면 안되나,1
왜 별점 태러하는거야,1
이게뭐야 ㅋㅋㅋ,1
이게 뭔....,1
근데 왜 재밌지?,1
일본 애니 중에 쥐인공들이 막 다른 애니 바이러스 감염되서 그거 무지른다고 침범하는 애니 있던데 그거 망했자나 2화는 통편되고,1
귀족영애인 나는 폭군을 유혹했는데 알고보니 흑막이라서 남편을죽이고 악녀가되었는데 ←이거 진짜로 존재하는웹툰?,1
잼 있작아 두잔해,1
이로서 확실해졌네.,1
이 작품은 흑랑가인으로부터 유래한 유구한 장르의 특이점.,1
장르 패러디 꽁트물이로군.,1
엙?,1
와 개재밌는데 내용을 예상할수가 없어서 더 잼있게 보는것같음,1
프레임을 깨는 프레임에 갇힌 아이러니한 상황ㅋㅋ,1
이게 대체 무슨 웹툰이냐,1
여캐 맛집컨셉으로 가면 안됨?,0
"은혼 , 단다단 같은 웹툰 ㅋㅋ",1
어?,1
뭐지,1
내 가치관이 오염되는거 같은 기분이야,1
뇌가 오염되는 맛이다.,1
이건 양산형에 오염될 대로 오염된 사람만이 쓸 수 있는 작품이야클리셰 뿌셔 하느라고 쓸데없는 대사가 너무 많아 주인공은 대부분 고아 클리셰를 가지고 나와서 어차피 부모 신경 안 쓴다고 근데 이미 1화 보자마자 오염되어서 나쁘지 않을 것 같기도,0
이거 웹툰판 은혼이넼ㅋㅋㅋㅋ완전 좋다,1
아 효자는 킹정이짘ㅋㅋㅋㅋ,1
난왜재밌지,1
다시보니 좀 에반듯,0
어느 마왕에 버금가는 판타지 세카이에 몇 없는 정상적인 효자로군!,1
ㅂㅅ같은데 ㅂㅅ이야..,1
재밌다,1
도굴왕이 나오네,1
ㅋㅋㅋㅋㅋㅋ 약간 데드풀 순한맛 보는거같다 ㅋㅋㅋㅋㅋㅋ,1
이거 보자마자 은혼생각남ㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와 웹툰계 혁명이다,1
ㅂ신같긴한데 진짜 개쳐웃기네 ㅋㅋㅋㅋ,1
뭐지,1
이 불쾌한 골짜기를 넘은 다유쾌 마운틴은?,1
??,1
저거 먹으면 어케됨?,1
인생작 겟토,1
불쾌한 골짜기인데 그걸 넘어가서 대유쾌 마운틴에 도달한 것 같아,1
내가 왜 웃고 있지??,1
Wow!,1
Awesome!!!!!!,1
재밌네요 ㅋㅋ,1
아닠ㅋㅋㅋㅋㅋㅋ이거 뭔데,1
그래서,1
아니 제목에서 내용이 다나오자낰ㅋㅋㅋㅋㅋㅋㅋ,0
이 재밌는걸 벌써보다니......,1
"고멤오디션 보러갔는데 내수 티나서 탈락시켜야 할 거 같은 느낌,,",1
신박한 부대찌개 레시피 만든답시고 이것저것 다섞다가 음식물쓰레기급 꿀꿀이죽 된 웹툰,0
제발 혼자좀 하지말고 같이하는건 없냐?,0
웹툰 제목 디럽게 기누 ㅋㅋㅋ,0
"왜 ""어쩌고""로 끝나",0
아니 클리셰을 제대로 알긴 아는 거임?,0
뭐?,1
다른 작품 주인공들은 부모 걱정을 안 하냐고?,0
"대부분 작품들이 그 가족을 먼저 신경 쓰고, 걱정하는 게 더 많고, 그런 장면이 없다 하면 대부분 주인공이 고아라는 설정이 많음",1
"아니, 도대체 클리셰도 제대로 모르면서 뭔 클리셰야.",0
"심지어 클리셰을 쓰고만 있지, 그걸 비틀거나 그런 게 조금도 없네",0
이딴 게 웹툰이냐 ㅋㅋ,1
이세계물 하도 많은데 이런거 있음,1
좋지,1
일상 개그물같고 좋구만ㅋㅋㅋ,1
재밌네,1
생각보다 ㅋㅋ,1
아 진짜 볼수록 더 웃기네ㅋㅋㅋㅋ,1
이거 왜 재밌냐ㅋㅋㅋㅋㅋ 로판 이름에서 터졌네,1
니네는 명작으로 가자.,1
진짜 신박하누ㅋㅋㅋㅋ,1
tqㅋㅋㅋㅋㅋㅋㅋ 골때린닼ㅋㅋㅋㅋㅋㅋㅋ,1
아씨...,1
뭔가 존나 애매한데 그래도 또 볼만은 하고 뭐지;;,0
ㅋㅋㅋㅋㅋㅋ 계속보니 어질어질한게 은근히 재밌네 ㅋㅋㅋㅋㅋㅋ,1
ㄹㅇ 정신나가겠네ㅋㅋㅋㅋㅋㅋㅋ,1
이게 뭐지,1
뭔가,1
느낌이 복잡해..,1
아..,1
ㅏ..ㅏㅏㅏ,1
"은혼을 비교하네 ㅋㅋㅋㅋ 적어도 특정한 시대와 배경, 인간을 초월하긴 했으나 한계가 분명한 주인공인 만화인데 제 4의 벽건드리는 것 빼고 뭐가 비슷함..ㅋㅋㅋ",1
ㅋㅋㅋㅋㅋㅋㅋㅋ,1
저작권은 이미사라진지 오래야..,1
근데 이 작품에 왤캐 진지하게 구는거지?,1
걍 가볍게 보기 좋은 뇌절개그만화인데 이 만화 하나에 요즘 한국웹툰 전체를 싸잡아 수준이 낫다니 등 이러고 있는게 어이없음,1
ㅋㅋㅋㅋㅋㅋㅋ 아 진짜 너므웃기다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
애들아 은혼이라 생각하고보면되지,1
뭘 그리 진지잡수는것마냥 진지빨고보냐 ㅋㅋㅋㅋ 로판까지 등장 지리네,1
ㅈㄴ웃긴ㄴ뎈ㅋㅋㅋ별점와이라놐ㅋㅋㅋㅋㅋ 아 작가 딱밤 개마렵네,1
각성 이유 개하찮네 ㅋㅋㅋ 능력치 제한해둬서 힘이 약했었다니,0
진짜 이런걸 성인되서 그린다는게 믿기질 않음,1
오.,1
그림채가 풍부하고 맛있어요ㅎㅎ,1
와,1
주인공이 보스를 죽일수 있었던건 보스의 능럭이 강함,1
능력보다 버프능력이 더커서 그런게 아닐까요?,0
강항은S 버프는SSSSSSSSSSSSSSSSSSS,1
아 맞네,1
어쩐지 별로 먼치킨이 아니드라고,1
성좌녀 왜케 귀여움ㅋㅋㅋㅋ,1
오랜만이궭궭,1
대사 수준이나 스토리나 유치함의 극치를 달리네 ㅋㅋ,0
후자케루나??,1
음...,1
왠지 죽어서도 죽지못하고 한나라의 전통악기가되버린 청년의 한 대사같은데...,1
특이한데 병맛이어서 재밌음 ㅋㅋㅋㅋ,1
ㅋㅋㅋㅋ,1
유도리 나이; 유도리 없음후자케루나 ; 웃기지마,1
주먹의 대화,1
이름이 웃기지마 ㅋㅋㅋㅋㅋ 작명센스 재밌넹 ㅋㅋㅋㅋ,1
빌드업이라는게 존재하는 웹툰이었다는게 놀랍다,1
아니 작가님 왜 이번 등장인물은 구멍이 아닌거죠,0
혼란하다 혼란해.,1
혼세마왕도 이건 감당 못할듯,1
자 추리 들어갑니다,1
주인공은 0.000~~1%의 힘만 썼죠?,1
그렇게 한계치를 정하며 싸우다보니 성장하고 유도 리나이와도 싸울때 성장한겁니다.,1
그래서 원래 100%일때 힘이 100 이라서 1만큼 성장하면 101이죠?,1
그런데 (0.0000~1+1)×1000~~= 100+1000~이 되는 식인겁니다!,1
그러므로 한계치를 정하고 성장하다 본래성장치로 돌아오면 본래 힘의 주인이던 탑의 주인까지 바르는거죠!,1
대화(물리),1
나이나이야..,1
브금 왜 들리지?,0
???:,1
그걸 믿냐..,1
그것이 바로 바디 렝귀지다!,1
스구 시누조 = 바로 죽을 거다,1
좀만 더 더운곳으로 가자,0
대충 히토○라던가 탑○이라던가,1
저게 대화라는 거야 '주먹의 대화',1
7928,1
어 반갑다 '거짓말하지마'야.,1
???:,1
아 제가 선빵쳤다고요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
?? :,1
주먹의 대화,1
스구시 누조 = 누구시조?,1
이게 진정한 대화(물리)지,1
아 두번째 이동 과정 변태 빼고 재탕한거 꼴받네;;;;,0
너무 무지성으로 봤나봨ㅋㅋㅋ,1
첨엔 그냥 성좌니까 댕 쎈 거구나 했는데 지금보니 힘을 제한했었구낰ㅋㅋ,1
근데 뭔가,1
엔딩 아 ㅅ벌 꿈 엔딩일것같아,1
0.000001확률로 99강 성공,1
탑의 주인 하는말 하나도 틀린거 없는거같은데ㅋㅋ,1
66666년만에 회귀하기,1
아닠 0.000001%여도 센데 100%면 얼마나 센거야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
천마 단전에 있던 커다란게 미드로 갔네...,1
아 ㅋㅋ 선빵 쳤다고,1
대화(폭력)수단(전기톱 이지만 네이버라 생략),1
예에ㅔㅇ에!?,1
?,1
kira: 마chㅡ다!,1
바카야로!!!!!,1
다레요 웃테이루!!!!,1
'후사 케루나!!!!!',1
주먹의 대화,1
천마 ㄹㅇ 가슴라인 개이쁘다,1
몸으로하는 대화잖아.,1
남남과 남녀의 대화는 차이가있단다.,1
.,1
???:,1
인사해.,1
내 주먹의 이름이 대화야,1
후자 케루나 ㅈㄴ 어이터지네 ㅋㅋㅋ,1
ㅋㅋㅋㅋㅋ,1
막컷 왜 귀엽냐ㅋㅋ,1
물리도 대화야^^,1
아니 버거빵좀 돌려놓으라곸ㅋㅋ,0
이 웹툰의 장점-스토리 전개가 독특함,1
-분량이 엄청나게 많아서 이야기가 질질 끌리지 않으며 한 화에 보스가 한 마리(?),0
씩은 나옴,1
병맛만화 중에 작화 제일 좋은듯 ㅋㅋ,1
후자캐루나...,1
또 말장난.,1
분노의 군주가 외치다:후자케루나(장난치지마,1
후자케루나!!!,1
가루☆바나나~,1
후자 케루나: 웃기지마,1
작가님 초심 잃으셨네 분노의성좌가 왜여캐가 아니죠?,0
헤으응 천마눈나,1
더워하는거 개좋아,1
???:,1
탑의주인의공격을 어떻게 버티셨나요??????:,1
행운의 동전이였다,1
???:,1
이런씬에선 대화 하기전에 몸으로 해결해야 재미있거든~,1
??:,1
원래 이럴 생각이였어.,1
천마 한자 왜 제대로 씀?,0
왜 저 성좌 여캐민 가장 진심으로 그리시는지ㅋㄱㅋ 진짜 이쁘긴한데,1
왜 이런거에 복선이 있던건데ㅋㅋ,1
전편이랑 다르게 이번에는 주인공 멀쩡하게 이동하넹,0
대화하고 있는데???,1
몸의 대화!!,1
분노의 성자 이름이 후자 케루나ㅋㅋㅋ 일본어잖아,1
이거 잘만 풀어서 보면 애니 많이본 사람만 알거다,1
아예 뇌절 웹툰이걸 감안하고 보니까 왜 꿀잼이 되는건데? ㅋㅋㅋㅋ,1
후자케류나 한국어로하면웃기지마?,1
몸의대화,1
천마가 정실이다 ㅅㅂ,1
오늘부터,1
버거빵 데워져서 더 맛있겠네 ㅎㅎ,1
유도리 너무 있는데스...,1
대화 근데 이제 몸을 곁들인,1
?,1
졸라재밌네,1
대화(물리),1
저능아 맞춤 웹툰,1
아 뭐지,1
뇌절인것 같긴한데...,0
데드풀같은 느낌으로 주인공설정 딱좋누,1
좋아.,1
명분이생겼어,1
나이스 유도리 나이.,1
작가의 말이 가관인데?,1
이 집 뇌절 잘하네,1
어쩐지 유도녀랑 싸울때 너무 약하더라.......,1
웅장한 전투 음악 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
잘보고가요,1
"마치 A4紙 두세장은 있어야 풀 물리학 문제를,서너줄로 풀어버리는 천재의 수를 보는 느낌?",1
후속편이 더뎌서 서운,0
등장인물들 이름 꼬라지 봐라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
진짜 간만에 뇌빼고 보기좋은 웹툰 생겼다 ㅋㅋㅋㅋ,1
아 묵혔다 볼걸,1
벽이 없어 ㅋㅋㅋㅋ,1
재밌네,1
ㅋㅋㅋㅋㅋ아 미친 나 이런거 너무 좋아,1
몸의대화=폭력 ㅋㅋㅋㅌ,1
댓글 개재미있네,1
이 작가 작업 절대 보면 안됨.,0
시간 버리는 것임.,0
넌 진짜 일벌백계를 위해서라도 망해야한다.,1
책임감 없는 작가는 사장된다는걸 다른 작가들도 느껴야 건강하게 한국문학계가 돌아가지,0
스토리는 그렇다치고 그림은 왜 이리 더러움,0
댓글보러 들어온 덴붕이면 개추,1
머고 이건,1
이 작가 웹툰은 결말 나고나서 반응 보고 보는게 맞는듯.,0
제대로 결말지은 작품이 있나?,0
칵 퇘,1
나에게 큰 트라우마를 주신 그 분이네..,1
ㅠ 솔직히 양선생 결날낸거 내가본 5개 중 1도 없어서 ㅠ,1
우리들의 모험은 이제부터 시작이야!,1
소드마스터 야마토식 엔딩 유기의 귀재 양영순,1
눈치게임 1,1
용두니미,1
달마건 이거 결론 나왔다아 ㅅㅂ,1
꿈 연재중단이 아니라 연재중단이 결론임,1
글그림 양영순 존나 빡치네,1
"네, 또 잠깐 들렀다가 갑니다. ㅗ",1
작가의 말에 점 찍어놓은거 존나 열받네,0
OOO가,1
진짜 개 못그린다,1
진심으로 네이버가 정신이 나간거임?,1
이 양반 덴마뿐만이아니라 걍 모든게 용두사미인 인간인데 왜 또 부름?,0
또 이러다가 지각하고 분량없어지고 증발할거 뻔한데?,0
덴마 완결이나 고치고 와라 새@끼야,0
아니 이걸 또 연재 받아주는 네이버나 연재하는 작가나 ㅋㅋ 어이가없네,1
네이버는 어떻게 양영순을 받아줬지???,1
담당자들부터 시말서 쓰자,0
댓글이 더 재밌을듯,1
나는 10년 전만 해도 덴마가 인생 웹툰이었다,1
안봐.. ㅅ,1
이거 별점 왜 이럼?,1
오 몰아서 한번에 정주행해야겠다~~ ㅋㅋ,1
받아주는 네이버도 참ㅋㅋ,1
그림 하난 잘그려,1
근데....,1
완결은....,1
참....,1
한결 같다고 해야할까???,1
항상 중간에 연재 끊어 버린던 그 분 오셨나요?,0
내용은 안 읽고 댓글만 보고 갑니다 ㅎㅎ,1
재미도 없고 감동도 없고 ..........,0
새연재를해?,1
무슨깡으로?,1
누가 좋게봐줄꺼라 생각하는거지?,1
댓글보러옴ㅋ,1
ㅋㅋㅋ 덴경대 오늘 회식있다고해서 잠시 들렀습니다.,1
댓글들 보니까 역시는 역시군요 ㅋㅋㅋ,1
여태 클릭조차 안하고 있었는데 평점이 2점대길래 1점 누르고 갑니다~,1
"""그럼 그렇지 사람이 변해?""",1
댓글에 만족하며 갑니다.,1
여기가 별점 무조건 1점 주는 곳인가요?,1
정 보고싶으면 불법으로 본다그냥 전덴경대로 예우는 여기까지요,1
용두사미뱀의 꼬리라는 평가도 아깝다 용두사변,0
웬 응우옌들이 나오노,1
작품 유기왕,1
덴마나 다시그려줘,0
제발 진짜로 야엘로드 식스틴 콴의냉장고 고드러버 주옥같은 명작 남기고 도대체 신작은 왜 내는거야 똥싸다 끊긴거 진짜 화나네,0
걍보지마세요,1
덴경대지만 어차피 또 완결못함,0
걍무시하셈 1점도 아깝네요,1
댓글만 3000개다,1
이거보면 작가는 뭔생각 안떠오르나?,0
아마 거의 덴경대였던 사람일텐데 아마 거의 덴마 10점 주었던 사람일텐데 어느 작가는 표절 논란있던 작품도 욕먹을 각오하고 내용 싹다 갈아엎고 제목 그대로 재연재 하던데 ....,0
여기 1점주는사람 거의 덴마 10점주던 사람이다,1
아무리 재능 있어도 작품에 책임감 없는 작가는 펜쥘 자격없다,0
너가 별 1개 줄 수 있도록 웹툰을 올렸구나.,0
고맙다.,1
별테 개심하네 10점 드립니다,1
만화업계의 암적인 작가,1
자기 원수에게 최고의 복수하는법 : 슬쩍이 양작가의 작품을 읽게한다.,1
혹시나 실수로 볼까봐 스크롤을 너무 힘차게 내려서손가락이 다 아프내요.,1
다행히 웹툰은 안봤습니다.,1
어떤 내용인지 궁금하지도 않고요.,1
"그런데, 왜 왔냐고요?",1
댓글 읽으려고요.,1
여기가 댓글 맛집이란 소문을 들어서요.,1
정말 재밌는 댓글들이 많내요.,1
네이버웹툰 한동안 안봤는데 재밌는 댓글들 덕분에 종종 보게될 것 같습니다.,1
역시 네이버~대중의 트랜드를 아는군요.,1
이렇게 구독자를 끌어들이는 마케팅 훌륭하다고 생각합니다.,1
종종 댓글 보러 오겠습니다.,1
마지막으로 작가님~!,1
무치는 왕의 소양이라던데 역시 웹툰계의 왕이시내요.,1
앞으로도 쭉 지금처럼 왕의 행보를 기대하겠습니다.,1
화이팅~!,1
ㅋㅋㅋ 기어나온거 보니 돈 떨어졌나보네 ㅋㅋㅋㅋㅋ,1
응 일단 완결 제대로 난다음에 정주행 하러 올거임,1
덴마를 그렇게 내팽겨쳐놓고..,0
작가라는 인간이 자신을 지지해준 독자들은 둘째치고 자기 자식같은 작품을 그따위로 버려놓고..,0
다른 신작으로 기어나온다고?,1
싸이코패스나 소시오패스인가?,1
양심이나 부끄러움따위는 없는건가?,1
열렬한 덴경대였던 사람으로서 제발 꺼졌으면좋겠습니다,1
600화쯤 나오면 함볼까?,1
진짜 그냥....,1
하다못해 설붕캐붕이고 더 이상 커버가 안되더라도 그냥 다이크와 덴마가 한몸이 되고 새로운 신이 되고 우주가 다시 분리되어 거기서부터 새로운 세계가 다시 시작된다던가...,1
그런 마키나식 스토리로라도 어떻게든 마무리를 지으면 안됐나?,0
다들 욕은 했겠지만 그래도 에휴 마무리는 됐네 하면서 넘어갔을거임...,1
와 평점 2점은 처음보는거같다...,1
네이버 담당자는 작가한테 뭐 약점이라도 잡힘?,1
이걸 또 연재를 허락해주네.,1
오랜만에 잠깐 들렸습니다.,1
다른 곳에서 뒷통수에 망치를 개쌔개 쳐맞았거든요..,1
하 진짜 왜케 돈주고 쳐 봐도 독자에게 빅엿 처먹이는 ㅅㄲ들이 많은지 참 더럽습니다.,1
진짜..,1
하..,1
아무리 그래도 자기 작품 버리는 당신만 할 지는 모르겠지만 진짜 너무 역하다,1
진짜 너희 같은 작가들.,1
나 진짜 댓글 잘 안 다는 데 이 작가 작품 보일때마다 열받아서 미칠거같음,1
볼때마다 덴마 결말이 맴돌아서 대가리에 열이 남,1
진짜 덴마 재밌게 봤는데 그 뒷통수 탁 치고 도망가버렸던 그 끝을 영원히 못 잊을거같음,1
아 아까운데...,1
평점 1점대 갈 수 있을 것 같은데...,1
야 니 돈 떨어져서 돌아왔냨ㅋㅋㅋㅋ.,1
너는 독자들 한테 미안하지도 않아?,1
작년에 왔던 각설이~~죽지도 않고 또 왔네~~,1
욕하면서도 계속 보게될걸 ㅋㅋㅋ,1
작화 ㅈㄴ 역한데 덴마때부터 빨아대던 덴퀴벌레들 ㄹㅇ 이제와서 같이 욕하는거 역겹네,0
안녕하세요!,1
욕보러왔어요,1
"Get your crayon (eh), get your crayon머리, 어깨, 무릎, 발, swag (check), swag (check) 머리, 어깨, 무릎, 발, swag (check), swag (check) 아직도 꿀리지 않아, yes, I'm a pretty boy 난 날아다녀, so fly, 날라리, boy 월화수목금토일 난 바빠, 오빠 나빠, bad boy I'm a G to the D, gold 'n diamonds, boy 누가 아니래 (-니래),",1
"you know I beez that (uh) 오늘의 DJ, 나는 철이, 너는 미애 아가씨, 아-아-아가씨, 난 순결한 지용씨 이리 와봐요, 귀요미, 네 남자친구는 지못미 넌-넌 마치 닮았지, 내 이상형, so give me some (me some) 김태희와 김희선 (oh, my God), 전지현 Why so serious?",1
"Get your crayon, get your crayon Get your cray, get",1
댓글이 레전드라길레 댓글 보러왔슈,1
그림체 너무 특이해지는데?,0
솔직히 천일때 그림이 제일 멋진거 같아요!,1
실사체로 그려주세요!,0
별점 1점이 최하야?,1
작가인생 걸고 그리는게 덴마라매?,1
독자랑 기싸움하느라 그걸 ㅈ박고 끝냈으면 스스로 펜대 꺾었어야 정상아니냐?,0
하긴 그정도 염치를 알았으면 독자들 개돼지 취급하면서 인스타질 했겠냐만ㅋㅋㅋ 정치만화도 아닌 플루타크에서 뜬금없이 정치인 비꼬는 에피소드 쳐넣던 새기가 인간수준은 정치인보다도 못하네ㅋㅋ,1
내가 x친놈이지 또 이작가 만화를 호기심에 읽어보네,1
또 백작가 고생하게 하려하냐,1
상규랑 양영순 거는 시도도 하지 말어라,0
본능적으로 1점을 줬다,1
놉 안볼테다,1
덴마부터 제대로 완결 내!!!,0
이제보디 저 이마에 흉터난 도둑이 유동이한테 마륜 제적해준 아저씨였네?,1
소름,1
일단 안봤고 1점 줬습니다,1
하… 진짜 볼지말지 고민되네요…ㅋㅋㅋ,1
덴마 결말이 너무 충격이었어…,1
덴마 단행본 샀던 내가 어리석었어요,0
응 꺼져,1
하나라도 제대로 해라 ㅋㅋ,1
덴마 재연재안하면 안읽을거다,0
댓글에 욕하러왔습니다.,1
이인간이 만들 웹툰은 이제 안봅니다.,1
"천재작가, 그림도 잘 그리고 철학적인 고찰도 조낸 하긴함.",1
근데 끈기가없음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
안타깝다,1
일본이었으면 안노가 될수있었을지도,1
여기 부러 오는 놈들 진짜 수준 이하네 베댓 꼬라지봐라,1
형...,1
이번엔 완결 잘 마무리 하길 바라...,0
악플도 관심이잖아,1
굉장하다! ㅋㅋ,1
전 연중을 이미 한 번 아니 몇 번 해봤어요!!,1
그런 놈이 새 작품을 왜 또 그려!!,1
별점 1점 주려고 봤다..,1
어차피 말아먹을 작품 ㅋㅋㅋ,1
양파즙 사먹을 돈이 떨어졌나 다시 웹툰 그리네,1
안봐,1
대사에 염치라는 말이 나오니까 신기하네,1
응원합니다,1
이번엔 제대로 마무리 좀 해라,0
양심 있냐? ㅋㅋㅋㅋㅋ,1
살면서 별테해본적이 없는데....,1
처음해봅니다.,1
작가님 팬 싸인회도 갔던 사람입니다ㅡㅡ,1
이건 1화 댓글만 봐도 충분해,1
소갈비찜 레시피 보러왔어용,1
유용하네요,1
꼴보기 싫은데 맨날 전체 맨 위에 떠있을건 뭐람...,1
"덴마 때의 실망이 커서, 늘 내용확인 없이 별점(1점)만 남깁니다.",0
"차라리 덴마 에피소드를 늘려서 제대로 완결, 신뢰를 회복하고 다시 달마건이든 뭐든 하시지요.",0
". 그 숱한 지각과 연중에 가까운 졸속결말보다, 작가의 말에서 제대로 된 사과없이 .",0
하나 찍던 게 가장 큰 실망이었습니다.,0
". 늦었다 생각 말고 1. 제대로된 덴마 완결, 2. 지나간 일에 대한 사과, 3. 제발 방지 약속 이거 없이는 영원히 팬들이 돌아올 일은 없을겁니다.",0
.,1
아저씨...,1
아니다.,1
영순아 그냥 덴마 부터 마무리 하면 다시 생각 해볼께,0
이건 아닌거 같다.,1
지금은 이거 꼴도 보기 싫다.,1
네이버도 정이 안가는데 이건 더 싫다.,1
또 그냥 그럴듯한 떡밥만 뿌리면서 호기심만 자극하다 도망칠거면 단편만화로 끝내세요,0
이건 또 뭐지,1
만화 내용은 안 궁금하고 댓글이 궁금함 ㅋㅋㅋㅋㅋㅋㅋ,1
뭔 낯짝으로 돌아옴? ㅋㅋ,1
20대때 정말 좋아했고 단행본까지 사모으면서 봤던 덴마...,1
어느덧 40대 가장 및 조금만한 사업체 대표가 되어 바라보니 양영순작가는 정말 책임감 없는 사람이였다는걸 느낀다..,1
과거 행적으로 인해 발목잡는 사람이 바로 양작가..,1
왜왔냐 영순아..,1
양파즙이나 먹고 가라;,1
응 네웹안봤는데 복귀소식 듣고 다시 앱깔앗어 개같이 빨거야ㅇㅇㅇㅇ,1
양영순 복귀대환영!!!!!!!!!,1
책임감이라고는 없는 인간이 또 사기를 치는구만,1
이새 그림체만 봐도 소름이 끼친다.,1
절대안봄,1
대충 박만사로 꺼져서 도와달라 조아리며 구걸해,1
이작가는 독자들의 뒤통수를 없애버렸어,1
ㅋㅋ 그림체 무엇 😂,1
완결날때까지 안본다,1
오셨군요.,1
