no,appId,episodeId,userName,content,score,at,M_Label,M_Score
110,823933,9,꿀떼로,미 치인ㅋㅋㅋㅋ,-2,2024-05-19 10:03,hate,0.96
111,823933,9,SRW,내용이 진짜 개허접하다.....,0,2024-05-19 09:55,offensive,0.69
112,823933,9,lee,분량 왜이럼,-2,2024-05-19 09:50,offensive,0.69
113,823933,9,최군,카피왕,-2,2024-05-19 09:47,offensive,0.61
114,823933,9,ehg,이게 어떻게 별이샴샵 이겼냐...?,57,2024-05-19 09:47,offensive,0.6
114,823933,9,ehg,이 별점으로..?,57,2024-05-19 09:47,offensive,0.69
115,823933,9,goddnsdk,주2회 하는데 분량 갖고 뭐라 하는 건 좀 아니지 않나,0,2024-05-19 09:33,offensive,0.57
116,823933,9,ryu,어휴...,-2,2024-05-19 09:30,offensive,0.71
117,823933,9,국인호,ㅈㄴ 재밌는데 왜,-7,2024-05-19 09:17,clean,0.55
118,823933,9,ming****,하,0,2024-05-19 09:16,clean,0.62
119,823933,9,qqqa****,ㅋㅋ 기안까지 욕먹이는구나 ㅋㅋㅋ,2,2024-05-19 09:10,hate,0.65
120,823933,9,hoo,내용 자체는 재미있는데..,-6,2024-05-19 08:09,clean,0.57
121,823933,9,hoo,별점 이렇게 낮은거 첨봄,1,2024-05-19 08:07,offensive,0.69
122,823933,9,eul,옛다 1점,1,2024-05-19 07:57,offensive,0.69
123,823933,9,397,내용은 재밌는데 분량이,-1,2024-05-19 07:29,offensive,0.54
124,823933,9,꼬마김밥,분량이 너무 적어요 ㅠㅠ,1,2024-05-19 06:58,clean,0.6
124,823933,9,꼬마김밥,마치 화장실에 큰 거 나오려다가 만 느낌이에요,1,2024-05-19 06:58,offensive,0.66
125,823933,9,읏차,마약 다루는 얘기인데 전체이용가인것도 이상한데..,-1,2024-05-19 06:35,offensive,0.66
126,823933,9,지리산보름달곰,곧 사람들이 알아줄겁니다.,-5,2024-05-19 06:31,clean,0.64
127,823933,9,끽,건방진,0,2024-05-19 05:38,offensive,0.64
128,823933,9,siwon,박만사 에서 나온만화보면 내용이 조금 뻔하긴함...,2,2024-05-19 05:29,offensive,0.63
129,823933,9,형,노지지,0,2024-05-19 04:17,offensive,0.46
130,823933,9,phi,ㅋㅋㅋㅋㅋㅋ 아 무료로 보라고,1,2024-05-19 04:04,hate,0.67
131,823933,9,관우,배달의 기초부터 차근차근 가다가 나중에 산으로 가려나..,-3,2024-05-19 03:39,offensive,0.6
131,823933,9,관우,했는데 처음부터 산 끝자락이네,-3,2024-05-19 03:39,clean,0.47
131,823933,9,관우,내 기대가 너무컸나..,-3,2024-05-19 03:39,offensive,0.5
131,823933,9,관우,제목이 배달왕이면 배달이 주요 서사아닌가?,-3,2024-05-19 03:39,offensive,0.69
131,823933,9,관우,자전거만 탔지 마약이나 팔고앉았고..,-3,2024-05-19 03:39,hate,0.91
132,823933,9,bwin****,자수합니다,1,2024-05-19 03:24,offensive,0.64
132,823933,9,bwin****,저번화에 하차한다고하고 혹시나 한편 더 봤습니다,1,2024-05-19 03:24,offensive,0.44
132,823933,9,bwin****,이제 정말 하차합니다,1,2024-05-19 03:24,offensive,0.63
133,823933,9,ee,만화 잘 보고있음,-3,2024-05-19 03:09,clean,0.67
133,823933,9,ee,돠~~ 홧팅!!!!!!!!,-3,2024-05-19 03:09,clean,0.46
134,823933,9,n532****,박만사 조회수 주작하나 이딴게2등; ㅂㅅ,1,2024-05-19 02:45,hate,0.94
135,823933,9,돌펭2,옛날에 피쳐폰으로 보던 네이트 만화같네 ㅋㅋ,0,2024-05-19 02:33,offensive,0.66
136,823933,9,뀨뀨,이딴게 프린키피아보다 위에 있다는게 놀랍다...,-1,2024-05-19 02:31,hate,0.88
136,823933,9,뀨뀨,맨 밑바닥에 있어야할 작품인데....,-1,2024-05-19 02:31,offensive,0.71
137,823933,9,선희남자,공짜로 보는걸 왜 쿠키를 돈주고 사서 미리보기를 하지?ㅋㅋ,1,2024-05-19 02:26,offensive,0.58
137,823933,9,선희남자,모지리들,1,2024-05-19 02:26,offensive,0.64
138,823933,9,parkgang,"""역량 부족""",-5,2024-05-19 01:58,hate,0.59
139,823933,9,kiki****,진짜 20년전 피씨버젼 다만세가 휩쓸때부터 네이버웹툰을 봤는데 이건 진짜 모르겠다....,-2,2024-05-19 01:50,offensive,0.6
139,823933,9,kiki****,뭘 말하고 싶은건지...,-2,2024-05-19 01:50,offensive,0.69
139,823933,9,kiki****,내가 아재가 됐나보다...,-2,2024-05-19 01:50,offensive,0.67
139,823933,9,kiki****,준구형 이런건 거르자...,-2,2024-05-19 01:50,offensive,0.66
140,823933,9,jb****,악플도 관심이다,2,2024-05-19 01:42,offensive,0.66
141,823933,9,삼돌이,내용이 너무 sick 하다..,-1,2024-05-19 01:36,offensive,0.71
142,823933,9,호잇쫌해,어차피 궁금해서 볼꺼면서..,0,2024-05-19 01:36,offensive,0.62
142,823933,9,호잇쫌해,말이 많다쉿!,0,2024-05-19 01:36,hate,0.96
143,823933,9,SideNJ,댓글도없고 평점 ㅈ박았는데 2등ㅋㅋ,-1,2024-05-19 01:36,hate,0.78
144,823933,9,jin,쿠키 안 구운 내 자신에게 칭창해^^,-2,2024-05-19 01:22,clean,0.75
145,823933,9,taey****,채색도움 한주 딱 커졌다가 다시 작아졌노,-1,2024-05-19 01:18,offensive,0.66
146,823933,9,엄마,별점이 낮은데 왜 상위권에 있는거임?,-3,2024-05-19 01:15,offensive,0.72
147,823933,9,하얀노옴,배달왕이 아니라 마약왕임?,-2,2024-05-19 01:09,hate,0.93
148,823933,9,sy****,징징대면서 매번 볼 수 밖에 없는 요즘 애들ㅋㅋ,2,2024-05-19 01:07,offensive,0.5
1,832336,2,별빛,뇌빼고 볼까했는데 도저히 못보겠다...,0,2025-05-15 16:53,offensive,0.54
2,832336,2,루나,그냥 레전드네 ㅋㅋㅋ 아니 엄 왜 보게되냐,0,2025-05-12 00:13,offensive,0.69
3,832336,2,넘버,작화가 거의 재능 낭비수준,0,2025-05-10 16:42,hate,0.53
4,832336,2,gao,ㄱㅆㅅㅌㅊ,0,2025-05-02 15:41,offensive,0.58
5,832336,2,타락 천사,진찌 미친거것 같아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-27 01:42,offensive,0.5
6,832336,2,nhj7****,방금 사람죽인 따끈따끈한 사람을 데려왔네 ㅋㅋ,0,2025-04-14 07:22,hate,0.92
7,832336,2,김민기,제 4의벽 깨지 말라고 ㅋㅋㅋㅋ,0,2025-04-13 11:10,offensive,0.58
8,832336,2,승승남매아빠,한국 만화 세계관 가즈아,0,2025-04-01 04:34,clean,0.72
9,832336,2,지존패왕,이거 묘하게 웹툰 보면서 사람 벽타게 만드네.....,0,2025-03-19 04:04,offensive,0.69
10,832336,2,별명,진짜 초딩이 그린만화 아이디어 그대로 가져온거같나 ㅋㅋ,1,2025-03-16 20:10,offensive,0.68
11,832336,2,LUNA,병맛웹툰이 아니라 그냥 OOO인데...,0,2025-03-02 08:47,hate,0.92
11,832336,2,LUNA,작가 약 쳐..,0,2025-03-02 08:47,hate,0.93
11,832336,2,LUNA,먹은거냐...,0,2025-03-02 08:47,offensive,0.55
12,832336,2,오동이 단풍이,오.,0,2025-03-01 00:37,clean,0.75
13,832336,2,cask****,후...,1,2025-02-25 01:32,offensive,0.67
13,832336,2,cask****,효자 주인공 보니 맘이 편안하다,1,2025-02-25 01:32,clean,0.78
14,832336,2,Saslinji,작가이름이 랑또는 아닌데....,0,2025-02-19 18:48,offensive,0.68
14,832336,2,Saslinji,아 부계정이구나!!,0,2025-02-19 18:48,offensive,0.66
15,832336,2,물만두,"근데 생각해보면, 그냥 [영역대상:지구전체]로 하고 모든 몬스터 소멸하는 스킬도 가능할 것같은디...",1,2025-02-16 03:27,offensive,0.52
16,832336,2,바르두르,아직도 쓸소재가 남아있냐곸ㅋㅋ,0,2025-02-10 20:34,offensive,0.48
16,832336,2,바르두르,이정도면 다른차원으로 넘어가야하는거아님? ㄹㅇ,0,2025-02-10 20:34,offensive,0.6
16,832336,2,바르두르,타워물좀 보자,0,2025-02-10 20:34,offensive,0.61
17,832336,2,nint****,없는걸 어캐지켜?ㅋㅋ,0,2025-02-09 21:37,offensive,0.65
17,832336,2,nint****,죄다 고아에 사고사에 생이별인데,0,2025-02-09 21:37,hate,0.89
18,832336,2,이디다,어질어질하다,0,2025-02-09 12:13,clean,0.65
18,832336,2,이디다,내가 뭘본거지,0,2025-02-09 12:13,offensive,0.64
19,832336,2,jji,조은예..,0,2025-02-08 21:02,clean,0.53
19,832336,2,jji,조온예...,0,2025-02-08 21:02,clean,0.59
19,832336,2,jji,조ㄴ예..,0,2025-02-08 21:02,offensive,0.58
19,832336,2,jji,존예,0,2025-02-08 21:02,clean,0.63
20,832336,2,imj,어쩌구 ㅋㅋㅋ,0,2025-02-05 11:17,offensive,0.55
21,832336,2,Kevin Kim,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-02-03 04:53,hate,0.62
22,832336,2,천국,지구가 둥근데 왜 23억이 죽엉 ㅋㅋ,0,2025-02-02 16:39,hate,0.94
23,832336,2,냥냥냥이,막컷 후광 넣는 방식이 너무 로판의 그것이라 기절함,1,2025-02-02 16:27,offensive,0.6
24,832336,2,wot,한치 앞을 예상할수 없는 웹툰,2,2025-01-31 23:31,offensive,0.62
25,832336,2,프레이,와 진짜 재대로다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,2025-01-31 13:01,clean,0.39
26,832336,2,최재호,진짜 얼탱이가 없는 웹툰이긴 하다ㅋㅋ,1,2025-01-20 06:31,offensive,0.69
27,832336,2,taeh****,너무 막장인데 ㅋㅋㅋㅋㅋㅋ,0,2025-01-18 17:18,offensive,0.68
28,832336,2,kan,?,0,2025-01-14 12:36,offensive,0.46
28,832336,2,kan,저정도면 부모님 힘 감당 못 하실것같은데?,0,2025-01-14 12:36,offensive,0.61
29,832336,2,한휴아,개노잼,1,2025-01-12 21:40,offensive,0.53
30,832336,2,웹툰망령,ㅋㅋㅋㅋㅋ 아이거그냥 개그물이네,0,2025-01-05 15:31,hate,0.77
31,832336,2,bid,아 리버스 그래비티 히로이카 우라라카 아님?,0,2025-01-03 06:47,clean,0.57
32,832336,2,솔크,트랜스모그리파이(메이플 코믹북에서 대충 3~5권 쯤에 델리키가 바우한테 시전한 마법),0,2024-12-29 22:22,offensive,0.47
33,832336,2,돌맹이굴러가유,아 오랜만이네,0,2024-12-29 14:10,clean,0.51
33,832336,2,돌맹이굴러가유,이런 웹툰 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,2024-12-29 14:10,offensive,0.52
34,832336,2,ais,않이 여주를 소환해버리넼ㅋㅋㅋㅋㅋㅋㅋㅋ,0,2024-12-25 21:22,offensive,0.57
35,832336,2,ais,엄빠 주인공 제외 세계관 최강자 됬노 역시 엄마는 강하다!,0,2024-12-25 21:19,offensive,0.64
36,832336,2,gyu,이스터에그 뭔지 알려주세요,0,2024-12-24 20:47,offensive,0.63
37,832336,2,에그와플,햄바가가 긔 ㅇ ㅇ..,0,2024-12-24 16:55,hate,0.92
38,832336,2,cin,에바다 너무 양산형 아닌거에 집중시킬려한 느낌?,1,2024-12-23 18:59,offensive,0.58
38,832336,2,cin,뇌빼고 보기엔 좋음,1,2024-12-23 18:59,offensive,0.48
39,832336,2,동원,Fff급 관심용사보다 더한 약@맛은 처음이네,0,2024-12-19 05:45,hate,0.77
40,832336,2,동력원,이건 맞지ㅋㅋ,0,2024-12-18 17:32,clean,0.65
41,832336,2,응채,이스터에그 못찾았다,2,2024-12-11 12:34,offensive,0.61
41,832336,2,응채,아오,2,2024-12-11 12:34,offensive,0.53
42,832336,2,배고파,뇌 빼고 보기 좋다,0,2024-12-09 03:05,hate,0.95
43,832336,2,야리기토,ㅋㅋㅋㅋㅋㅋㅋㅋ 지금보니까 여주 이름은 존예네 ㅋㅋㅋ 재밋으,-1,2024-12-07 23:44,clean,0.76
44,832336,2,알드자인,머지 짬밥 같은 만화인데 흥미가 돋아서 더 짜증나,-1,2024-12-01 00:10,offensive,0.5
45,832336,2,rharhadl,마지막쯤에 귀족영매 머시기 그거 무슨 웹툰인지 아시는분?,0,2024-11-29 16:14,offensive,0.53
46,832336,2,퐁선,그니까 이거 뭐냐고,-1,2024-11-21 08:42,offensive,0.67
47,832336,2,ryu,그건 맞지,0,2024-11-18 17:22,clean,0.63
47,832336,2,ryu,얘네는 부모님 걱정은 안되나? ㅋㅋㅋ,0,2024-11-18 17:22,offensive,0.54
48,832336,2,Codellia,아니 신발신고 집들어오는건 중요하지,1,2024-11-17 10:03,offensive,0.51
49,832336,2,현중,ㅋㅋㅋㅋㅋㅋ합격 아주 even,-1,2024-11-15 01:29,hate,0.8
50,832336,2,hsf,뭔가 알꺼같아서 더 킹받앜ㅋ,-1,2024-11-10 18:05,clean,0.74
51,832336,2,사격관제,작가 역량부족 ㅋㅋㅋ 골때리네,-1,2024-11-10 10:49,offensive,0.68
52,832336,2,sou,이제 봤는데 이거 그 389 스튜디오에서 재작한거임.,0,2024-11-08 16:37,clean,0.59
53,832336,2,김우현,진짜 개웃기네ㅋㅋㅋㅋㅋㅋ,2,2024-11-04 11:24,offensive,0.54
54,832336,2,Minder,그림만 볼게요;,0,2024-11-03 16:43,clean,0.46
55,832336,2,ahj,아 개재미써,1,2024-11-02 17:56,clean,0.74
56,832336,2,yun,그림작가 존나 잘뽑았네ㅋㅋㅋㅋ,0,2024-10-28 21:42,clean,0.67
57,832336,2,아기새,아니 쟤 혼자 그림체가 달라 ㅋㅋㅋㅋㅋㄱ,2,2024-10-28 02:21,offensive,0.64
58,832336,2,황금률,ㅋㅋㅋㅋㅋㅋ,0,2024-10-27 22:31,hate,0.64
59,832336,2,하늘인연,로판ㅋㅋㅋㅋㅋㅋ아닠ㅋㅋㅋㅋ진짴ㅋㅋㅋㅋㅋ 근데 제 로판 경력?,2,2024-10-27 01:06,hate,0.82
59,832336,2,하늘인연,을 통틀어봤을때 저 백발 벽안은 무조건 성녀같은 느낌인데....,2,2024-10-27 01:06,offensive,0.67
59,832336,2,하늘인연,악녀는 더 고양이상이고 쌘 느낌이어야하는데.....,2,2024-10-27 01:06,hate,0.92
60,832336,2,체리슈크림,ㅈㄴ 어지럽다ㅋㅋㅋㅋㅋ,0,2024-10-26 15:13,hate,0.44
61,832336,2,임정혁,골때리노 씹ㅋㅋㅋ,0,2024-10-26 02:23,hate,0.62
62,832336,2,totoda,뭐지 라면을 먹는데 면이 콩나물인것같은 시원함은?,1,2024-10-23 21:01,clean,0.78
63,832336,2,딩동,진짜 웃긴데 그림도 잘그리시네요ㅋㅋㅋㅋ,0,2024-10-23 00:04,clean,0.62
64,832336,2,푸른하늘,재밌네,0,2024-10-22 20:15,clean,0.64
64,832336,2,푸른하늘,ㅋㅋㅋ작가님 응원합니다,0,2024-10-22 20:15,clean,0.58
65,832336,2,최재완,개웃긴데 평점 왜이러냐ㅋㅋㅋㅋㅋㅋ,2,2024-10-22 15:37,offensive,0.51
65,832336,2,최재완,"개재밌는데 ㅋㅋ 서사 무시, 이제껏 나온 모든 양산형 웹툰의 스토리를 모두 깨뜨리는 그런 재밌는 웹툰인데 사람들이 몰라주네",2,2024-10-22 15:37,offensive,0.61
66,832336,2,x27,웹툰들이 다 혼동됐는데?ㅋㅋㅋㅋ,1,2024-10-21 20:58,offensive,0.47
66,832336,2,x27,다 섞였어ㅋㅋㅋㅋㅋㅋㅋ👁👄👁👍,1,2024-10-21 20:58,hate,0.96
67,832336,2,키르케,뭐임,0,2024-10-20 14:24,offensive,0.47
67,832336,2,키르케,장르 종합세트임?,0,2024-10-20 14:24,hate,0.86
68,832336,2,율이,병맛이다,-1,2024-10-20 13:38,offensive,0.73
69,832336,2,397,ㅇㄴㅋㅋㅋㄹㅋㄹㅋㄹㄹㅋㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,2024-10-20 09:52,hate,0.81
70,832336,2,하순봉,근데 리버스 그래비티걸고 중력역행하면 땅에 박혀야되는거아냐?,0,2024-10-20 03:00,hate,0.72
71,832336,2,아이고,현대 웹툰판돈키호테 ㄷㄷㄷ,1,2024-10-20 01:09,clean,0.53
72,832336,2,Nn,이야 재밌다,1,2024-10-19 00:15,clean,0.57
73,832336,2,이대윤,잠시만요~마지막 뭐예요?,0,2024-10-18 23:01,offensive,0.5
73,832336,2,이대윤,이거 맞나요?,0,2024-10-18 23:01,offensive,0.55
74,832336,2,재희야03,아들아 뭔 개 소리니?,2,2024-10-18 02:13,hate,0.9
74,832336,2,재희야03,미치겠네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,2024-10-18 02:13,hate,0.88
75,832336,2,이게뭐야,모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~모두 잠수준비~~~~,0,2024-10-17 19:58,hate,0.85
76,832336,2,pjh,이거 진짜 뭐지?,0,2024-10-16 22:47,offensive,0.6
77,832336,2,ljm,왜 여주 혼자 그림체가 다르냐,0,2024-10-16 11:03,offensive,0.57
78,832336,2,바나나보트,김피탕을 처음 먹었을 때가 떠오르는구나,1,2024-10-15 01:03,clean,0.62
79,832336,2,wol,앜ㅋㅋㅋㅋ,0,2024-10-14 11:50,offensive,0.51
80,832336,2,Acasia,작가영량은 셀츠디스인가요?,0,2024-10-14 10:10,offensive,0.59
81,832336,2,루크,작가님...,0,2024-10-13 23:02,offensive,0.69
81,832336,2,루크,여자 왼쪽 (우리시점 오른쪽) 핏자국이 좀 안이상한대요?,0,2024-10-13 23:02,hate,0.65
81,832336,2,루크,확대해보면...,0,2024-10-13 23:02,offensive,0.67
82,832336,2,씨콩,개판이내 그래서 뇌빼고 보긴좋네,-1,2024-10-13 20:56,offensive,0.5
83,832336,2,EX,7114,0,2024-10-13 20:43,clean,0.61
84,832336,2,정태수,그러니까 저렇게 그릴수있는데 일부로 안했다는거지?,0,2024-10-13 16:19,offensive,0.68
84,832336,2,정태수,디질래?,0,2024-10-13 16:19,hate,0.96
85,832336,2,흑룡,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ생각없이 보면 개재밌다니까ㅋㅋㅋㅋ 뇌절도 과하면 예술이야 ㄹㅇ,1,2024-10-13 16:18,hate,0.95
86,832336,2,Hioragi,아무래도 작가들이 도른거 같다.,0,2024-10-13 16:15,hate,0.83
86,832336,2,Hioragi,무엇이 그들을 이렇게 만들었는가.,0,2024-10-13 16:15,offensive,0.67
87,832336,2,dmsg****,와 난 재밋는거냐고 ㅜ,1,2024-10-13 16:06,clean,0.77
88,832336,2,nay,아 쒸밬ㅋㅋㅋㅋ 뭐지 개웃기네,0,2024-10-13 11:51,offensive,0.56
89,832336,2,par,그냥 재밌게 보면 안되나,0,2024-10-13 10:43,clean,0.65
89,832336,2,par,왜 별점 태러하는거야,0,2024-10-13 10:43,offensive,0.7
90,832336,2,배곯은고냥,이게뭐야 ㅋㅋㅋ,-1,2024-10-12 21:51,offensive,0.63
91,832336,2,yyt,이게 뭔....,1,2024-10-12 01:37,offensive,0.68
91,832336,2,yyt,근데 왜 재밌지?,1,2024-10-12 01:37,clean,0.58
92,832336,2,야,일본 애니 중에 쥐인공들이 막 다른 애니 바이러스 감염되서 그거 무지른다고 침범하는 애니 있던데 그거 망했자나 2화는 통편되고,1,2024-10-11 07:46,hate,0.82
93,832336,2,new,귀족영애인 나는 폭군을 유혹했는데 알고보니 흑막이라서 남편을죽이고 악녀가되었는데 ←이거 진짜로 존재하는웹툰?,-1,2024-10-08 22:31,hate,0.9
94,832336,2,승자는나다,잼 있작아 두잔해,0,2024-10-08 22:13,clean,0.55
95,832336,2,카드술사,이로서 확실해졌네.,-1,2024-10-07 18:12,offensive,0.58
95,832336,2,카드술사,이 작품은 흑랑가인으로부터 유래한 유구한 장르의 특이점.,-1,2024-10-07 18:12,clean,0.81
95,832336,2,카드술사,장르 패러디 꽁트물이로군.,-1,2024-10-07 18:12,offensive,0.5
96,832336,2,조용한 밤,엙?,-1,2024-10-07 16:17,hate,0.96
97,832336,2,김혜진,와 개재밌는데 내용을 예상할수가 없어서 더 잼있게 보는것같음,1,2024-10-06 23:28,clean,0.72
98,832336,2,nya,프레임을 깨는 프레임에 갇힌 아이러니한 상황ㅋㅋ,3,2024-10-06 22:59,offensive,0.67
99,832336,2,shi,이게 대체 무슨 웹툰이냐,-1,2024-10-06 21:56,offensive,0.7
100,832336,2,siy,여캐 맛집컨셉으로 가면 안됨?,-1,2024-10-06 17:13,offensive,0.66
101,832336,2,김수현,"은혼 , 단다단 같은 웹툰 ㅋㅋ",1,2024-10-06 17:02,clean,0.62
102,832336,2,ojh,어?,0,2024-10-06 14:55,offensive,0.57
102,832336,2,ojh,뭐지,0,2024-10-06 14:55,clean,0.62
102,832336,2,ojh,내 가치관이 오염되는거 같은 기분이야,0,2024-10-06 14:55,offensive,0.6
103,832336,2,MASTR,뇌가 오염되는 맛이다.,2,2024-10-06 14:06,hate,0.94
103,832336,2,MASTR,이건 양산형에 오염될 대로 오염된 사람만이 쓸 수 있는 작품이야클리셰 뿌셔 하느라고 쓸데없는 대사가 너무 많아 주인공은 대부분 고아 클리셰를 가지고 나와서 어차피 부모 신경 안 쓴다고 근데 이미 1화 보자마자 오염되어서 나쁘지 않을 것 같기도,2,2024-10-06 14:06,hate,0.6
104,832336,2,홀라홀리,이거 웹툰판 은혼이넼ㅋㅋㅋㅋ완전 좋다,2,2024-10-06 10:47,clean,0.76
105,832336,2,레오나르도 형제,아 효자는 킹정이짘ㅋㅋㅋㅋ,3,2024-10-06 08:55,hate,0.76
106,832336,2,숑이,난왜재밌지,2,2024-10-06 03:04,clean,0.73
107,832336,2,몰라,다시보니 좀 에반듯,2,2024-10-05 23:09,offensive,0.49
108,832336,2,몰라,어느 마왕에 버금가는 판타지 세카이에 몇 없는 정상적인 효자로군!,3,2024-10-05 23:04,offensive,0.48
109,832336,2,842,ㅂㅅ같은데 ㅂㅅ이야..,1,2024-10-05 21:49,hate,0.94
110,832336,2,kok,재밌다,2,2024-10-05 20:53,clean,0.78
111,832336,2,gun,도굴왕이 나오네,-1,2024-10-05 15:24,offensive,0.66
112,832336,2,nao,ㅋㅋㅋㅋㅋㅋ 약간 데드풀 순한맛 보는거같다 ㅋㅋㅋㅋㅋㅋ,1,2024-10-05 13:09,hate,0.54
113,832336,2,seo,이거 보자마자 은혼생각남ㅋㅋ,1,2024-10-05 11:26,clean,0.71
114,832336,2,hap,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와 웹툰계 혁명이다,20,2024-10-05 09:42,offensive,0.49
115,832336,2,Soz,ㅂ신같긴한데 진짜 개쳐웃기네 ㅋㅋㅋㅋ,0,2024-10-05 09:30,hate,0.91
116,832336,2,하늘보,뭐지,2,2024-10-05 00:39,clean,0.62
116,832336,2,하늘보,이 불쾌한 골짜기를 넘은 다유쾌 마운틴은?,2,2024-10-05 00:39,offensive,0.69
117,832336,2,dod,??,0,2024-10-04 21:41,offensive,0.5
118,832336,2,kod,저거 먹으면 어케됨?,1,2024-10-04 20:16,offensive,0.58
119,832336,2,사랑해,인생작 겟토,0,2024-10-04 17:12,hate,0.87
120,832336,2,sils****,불쾌한 골짜기인데 그걸 넘어가서 대유쾌 마운틴에 도달한 것 같아,3,2024-10-03 17:21,offensive,0.61
121,832336,2,요즘,내가 왜 웃고 있지??,3,2024-10-03 14:46,offensive,0.65
122,832336,2,manboki,Wow!,2,2024-10-03 12:24,clean,0.61
122,832336,2,manboki,Awesome!!!!!!,2,2024-10-03 12:24,clean,0.53
123,832336,2,전성휴,재밌네요 ㅋㅋ,4,2024-10-03 09:29,clean,0.68
124,832336,2,jae,아닠ㅋㅋㅋㅋㅋㅋ이거 뭔데,4,2024-10-03 01:09,hate,0.77
124,832336,2,jae,그래서,4,2024-10-03 01:09,offensive,0.59
125,832336,2,tjp,아니 제목에서 내용이 다나오자낰ㅋㅋㅋㅋㅋㅋㅋ,3,2024-10-02 13:50,offensive,0.63
126,832336,2,tla,이 재밌는걸 벌써보다니......,3,2024-10-02 12:35,clean,0.48
127,832336,2,sia,"고멤오디션 보러갔는데 내수 티나서 탈락시켜야 할 거 같은 느낌,,",2,2024-10-02 04:11,offensive,0.52
128,832336,2,이현수,신박한 부대찌개 레시피 만든답시고 이것저것 다섞다가 음식물쓰레기급 꿀꿀이죽 된 웹툰,-4,2024-10-02 02:26,hate,0.82
129,832336,2,풀카운터,제발 혼자좀 하지말고 같이하는건 없냐?,1,2024-10-01 22:49,offensive,0.65
130,832336,2,haj,웹툰 제목 디럽게 기누 ㅋㅋㅋ,3,2024-10-01 21:49,offensive,0.58
131,832336,2,dav,"왜 ""어쩌고""로 끝나",0,2024-10-01 20:40,offensive,0.51
132,832336,2,카미도,아니 클리셰을 제대로 알긴 아는 거임?,-5,2024-10-01 19:28,offensive,0.52
132,832336,2,카미도,뭐?,-5,2024-10-01 19:28,offensive,0.62
132,832336,2,카미도,다른 작품 주인공들은 부모 걱정을 안 하냐고?,-5,2024-10-01 19:28,offensive,0.49
132,832336,2,카미도,"대부분 작품들이 그 가족을 먼저 신경 쓰고, 걱정하는 게 더 많고, 그런 장면이 없다 하면 대부분 주인공이 고아라는 설정이 많음",-5,2024-10-01 19:28,clean,0.51
132,832336,2,카미도,"아니, 도대체 클리셰도 제대로 모르면서 뭔 클리셰야.",-5,2024-10-01 19:28,hate,0.86
132,832336,2,카미도,"심지어 클리셰을 쓰고만 있지, 그걸 비틀거나 그런 게 조금도 없네",-5,2024-10-01 19:28,offensive,0.62
132,832336,2,카미도,이딴 게 웹툰이냐 ㅋㅋ,-5,2024-10-01 19:28,hate,0.9
133,832336,2,샤란타,이세계물 하도 많은데 이런거 있음,1,2024-10-01 18:13,clean,0.68
133,832336,2,샤란타,좋지,1,2024-10-01 18:13,offensive,0.48
133,832336,2,샤란타,일상 개그물같고 좋구만ㅋㅋㅋ,1,2024-10-01 18:13,clean,0.74
134,832336,2,ljic****,재밌네,2,2024-10-01 17:53,clean,0.64
134,832336,2,ljic****,생각보다 ㅋㅋ,2,2024-10-01 17:53,offensive,0.47
135,832336,2,min,아 진짜 볼수록 더 웃기네ㅋㅋㅋㅋ,3,2024-10-01 17:27,offensive,0.46
136,832336,2,Kaitin,이거 왜 재밌냐ㅋㅋㅋㅋㅋ 로판 이름에서 터졌네,3,2024-10-01 15:31,clean,0.76
137,832336,2,kys,니네는 명작으로 가자.,0,2024-10-01 14:43,offensive,0.46
138,832336,2,시초바밥견,진짜 신박하누ㅋㅋㅋㅋ,3,2024-10-01 10:34,clean,0.6
139,832336,2,rg****,tqㅋㅋㅋㅋㅋㅋㅋ 골때린닼ㅋㅋㅋㅋㅋㅋㅋ,2,2024-10-01 08:26,hate,0.69
140,832336,2,주창현,아씨...,1,2024-10-01 04:06,offensive,0.61
140,832336,2,주창현,뭔가 존나 애매한데 그래도 또 볼만은 하고 뭐지;;,1,2024-10-01 04:06,clean,0.55
141,832336,2,남준서,ㅋㅋㅋㅋㅋㅋ 계속보니 어질어질한게 은근히 재밌네 ㅋㅋㅋㅋㅋㅋ,11,2024-09-30 22:31,clean,0.74
142,832336,2,NarcissuS,ㄹㅇ 정신나가겠네ㅋㅋㅋㅋㅋㅋㅋ,13,2024-09-30 21:53,hate,0.7
